a,b,c,d,e,f,g,h
4,1,5,1,35,6,16,16
27,0,27,1,13,8,7,9
20,0,20,0,20,6,4,4
21,0,21,1,19,8,6,0
29,0,29,1,11,0,5,18
21,0,21,1,19,11,6,15
25,0,25,1,15,11,6,3
3,0,3,1,37,6,9,1
34,0,34,0,6,5,0,2
17,0,17,1,23,15,5,7
6,0,6,0,34,3,6,16
32,0,32,0,8,0,3,3
29,0,29,1,11,0,17,16
2,0,2,0,38,17,13,0
7,0,7,1,33,7,18,14
0,0,0,0,40,2,11,5
10,0,10,0,30,17,2,19
3,0,3,1,37,2,18,9
28,0,28,0,12,6,9,5
20,0,20,0,20,0,13,4
39,0,39,1,1,13,7,16
29,0,29,1,11,13,9,8
24,0,24,0,16,15,9,7
20,0,20,0,20,5,5,14
2,0,2,0,38,6,11,10
2,0,2,0,38,18,14,13
24,0,24,0,16,16,0,8
0,0,0,0,40,0,2,1
1,0,1,1,39,13,16,0
8,0,8,0,32,16,11,0
35,0,35,1,5,11,19,11
18,0,18,0,22,12,12,10
28,0,28,0,12,0,13,14
16,0,16,0,24,0,17,17
6,0,6,0,34,0,13,3
14,0,14,0,26,3,6,19
3,0,3,1,37,19,10,18
30,0,35,0,10,12,4,12
7,0,7,1,33,15,6,10
15,0,15,1,25,5,13,3
39,0,39,1,1,18,2,3
23,0,23,1,17,3,13,0
18,0,18,0,22,18,11,12
21,0,21,1,19,0,6,8
31,0,31,1,9,0,0,3
10,0,10,0,30,1,14,2
25,1,26,0,14,15,16,1
34,0,34,0,6,5,14,12
22,0,22,0,18,9,8,13
17,0,17,1,23,9,13,12
5,0,5,1,35,15,8,2
9,0,9,1,31,6,7,0
37,0,37,1,3,0,6,2
21,0,21,1,19,7,4,15
12,0,12,0,28,5,19,14
16,0,16,0,24,14,13,5
23,0,23,1,17,15,3,1
21,0,21,1,19,1,17,6
27,0,27,1,13,15,3,16
10,0,10,0,30,1,11,2
25,0,25,1,15,12,3,15
17,0,17,1,23,7,7,9
37,0,37,1,3,6,13,2
6,0,6,0,34,9,19,18
5,0,5,1,35,6,19,10
18,0,18,0,22,15,17,13
20,0,20,0,20,19,4,1
27,0,27,1,13,16,1,7
16,0,16,0,24,8,18,12
36,0,36,0,4,10,18,12
18,0,18,0,22,8,5,1
5,0,5,1,35,15,0,12
4,0,4,0,36,11,12,18
38,0,38,0,2,9,1,15
5,0,5,1,35,8,0,4
37,0,37,1,3,7,18,18
11,0,11,1,29,11,9,13
3,1,4,0,36,13,2,1
12,0,12,0,28,8,13,2
24,0,24,0,16,16,7,18
17,1,18,0,22,16,10,4
31,0,31,1,9,8,17,1
24,1,25,1,15,18,4,9
16,0,39,0,24,3,12,10
25,0,25,1,15,18,16,11
38,0,38,1,2,5,8,13
16,0,16,0,24,11,19,19
6,0,6,0,34,5,8,15
16,0,16,0,24,8,9,0
33,0,33,1,7,6,17,1
8,0,8,0,32,14,12,0
37,0,37,1,3,1,17,7
23,0,23,1,17,16,15,7
24,0,24,0,16,18,14,18
12,0,12,0,28,11,4,7
36,0,36,0,4,10,7,0
1,0,1,1,39,13,17,17
11,0,11,1,29,3,12,5
16,1,17,1,23,14,5,18
19,0,19,1,21,4,6,15
18,0,18,0,22,13,15,17
5,0,5,1,35,6,3,16
9,0,9,1,31,14,2,2
3,0,3,1,37,15,15,12
22,0,22,0,18,4,5,8
14,0,14,0,26,12,15,12
22,0,22,0,18,9,10,14
23,0,23,1,17,5,19,10
28,0,28,0,12,11,10,6
21,0,21,1,19,19,17,18
25,0,25,1,15,0,17,13
23,0,23,1,17,19,4,17
26,0,26,0,14,17,19,4
24,0,24,0,16,10,14,16
12,0,12,0,28,12,2,6
9,1,10,0,30,7,0,9
31,0,31,1,9,2,5,17
13,0,13,1,27,11,0,7
21,0,21,1,19,16,7,5
7,0,7,1,33,4,19,18
17,0,17,1,23,14,9,19
21,0,21,1,19,14,0,6
25,0,25,1,15,15,9,6
21,0,21,1,19,6,4,4
14,0,14,0,26,7,17,0
38,0,38,0,2,8,1,11
20,0,20,0,20,17,15,5
32,0,32,0,8,18,8,16
29,0,29,1,11,8,0,3
22,1,23,1,17,19,13,12
35,0,35,1,5,11,9,10
5,0,5,1,35,7,15,12
36,0,36,0,4,0,12,2
34,0,34,1,6,12,15,9
20,0,20,0,20,12,9,12
29,0,29,1,11,19,0,6
20,0,20,0,20,14,2,17
10,0,10,0,30,0,9,10
31,0,31,1,9,11,7,7
9,0,9,1,31,14,15,0
12,0,12,0,28,9,8,3
20,0,20,0,20,8,17,9
33,0,33,1,7,16,3,8
15,0,15,1,25,12,7,17
19,0,19,1,21,13,15,15
1,0,1,1,39,9,2,3
4,0,4,0,36,5,6,11
2,0,2,0,38,10,15,9
2,0,2,0,38,19,11,2
34,0,34,0,6,12,15,13
33,0,33,1,7,14,10,10
32,0,32,0,8,2,17,1
2,0,11,0,38,19,17,9
3,0,3,1,37,4,19,14
11,0,11,1,29,19,2,6
22,0,22,0,18,8,11,7
13,0,13,1,27,18,2,2
19,0,19,1,21,17,4,4
6,0,6,0,34,15,6,19
29,0,29,1,11,18,12,12
12,0,12,0,28,12,8,3
2,0,2,0,38,16,17,9
29,0,29,1,11,3,5,3
36,0,36,0,4,1,12,8
0,0,0,0,40,10,15,2
17,0,17,1,23,16,19,12
33,0,33,1,7,15,4,11
28,0,28,0,12,10,14,12
34,0,34,0,6,10,1,8
16,0,16,0,24,12,10,5
14,0,14,0,26,17,8,4
28,1,29,1,11,16,19,4
6,0,6,0,34,2,15,8
9,0,9,1,31,11,18,9
24,0,24,0,16,7,17,13
26,0,26,0,14,15,8,1
4,0,4,0,36,10,14,5
20,1,21,1,19,19,0,17
14,0,14,0,26,8,11,18
20,0,20,0,20,13,0,18
38,0,38,0,2,2,14,6
3,0,3,1,37,18,19,2
39,0,39,1,1,3,13,3
17,1,18,0,22,7,16,2
30,0,30,0,10,16,4,19
16,0,16,0,24,19,19,17
12,0,12,0,28,9,11,16
30,0,30,0,10,9,13,14
27,0,27,1,13,0,15,6
5,0,5,1,35,19,12,9
28,0,28,0,12,0,6,16
30,0,30,0,10,0,12,16
15,0,15,1,25,9,13,10
37,0,37,1,3,0,17,16
25,1,26,0,14,3,9,6
13,0,13,1,27,12,10,8
0,0,0,0,40,14,10,16
26,0,26,0,14,5,2,7
8,0,8,0,32,15,1,15
30,0,30,0,10,12,0,9
21,0,21,1,19,4,13,5
18,0,18,0,22,14,8,4
6,0,6,0,34,11,17,12
28,1,29,1,11,16,14,9
6,0,6,0,34,3,2,7
16,0,16,0,24,4,2,14
33,0,33,1,7,6,7,0
36,0,36,0,4,6,18,1
39,0,39,1,1,17,0,19
38,0,38,0,2,14,3,13
22,0,22,0,18,10,0,10
8,0,8,0,32,10,8,0
33,0,33,1,7,17,19,11
32,0,32,0,8,8,13,8
39,0,39,1,1,4,9,11
26,0,26,0,14,2,2,0
5,0,5,1,35,6,7,11
20,0,20,1,20,13,10,11
17,0,17,1,23,9,5,5
33,0,33,1,7,8,14,1
15,0,40,1,25,9,19,19
13,0,13,1,27,19,4,14
3,0,3,1,37,19,5,12
33,0,33,1,7,3,2,15
30,0,30,1,10,2,14,13
1,0,1,1,39,4,9,2
17,0,17,1,23,17,5,9
19,0,19,1,21,9,4,17
18,0,18,0,22,17,1,5
36,0,36,0,4,12,9,19
6,0,6,0,34,11,13,1
12,0,12,0,28,5,4,6
7,0,7,1,33,6,0,7
9,0,9,1,31,2,9,12
36,1,37,1,3,10,13,3
37,0,37,1,3,5,6,4
1,0,1,1,39,5,5,13
25,0,25,1,15,0,3,5
9,0,9,1,31,15,14,17
7,0,7,1,33,18,17,17
11,0,11,1,29,9,15,6
7,0,7,1,33,10,10,11
19,0,19,1,21,18,14,6
39,0,39,0,1,10,7,6
23,0,23,1,17,12,0,13
28,0,28,0,12,8,7,5
19,0,19,1,21,10,14,2
0,0,0,0,40,10,12,5
3,0,3,1,37,14,19,18
10,0,10,0,30,12,19,5
9,0,9,1,31,10,4,7
33,0,33,1,7,1,0,12
33,0,33,1,7,18,5,2
34,0,34,0,6,17,17,5
25,0,25,1,15,3,16,3
22,0,22,0,18,5,1,18
25,0,25,1,15,19,3,18
16,0,16,0,24,6,11,15
26,0,26,0,14,16,13,4
31,1,32,0,8,15,19,12
30,0,30,0,10,17,15,13
24,0,24,0,16,0,4,17
2,0,2,0,38,9,0,3
28,0,28,0,12,11,12,14
14,0,14,0,26,16,11,3
29,0,29,1,11,4,18,11
21,0,21,1,19,6,11,17
35,0,35,1,5,3,10,1
13,0,13,1,27,15,6,2
37,0,37,1,3,19,1,16
33,0,33,1,7,2,17,0
13,0,13,1,27,4,16,13
19,0,19,1,21,6,3,10
21,0,21,1,19,17,14,6
30,1,31,1,9,8,7,17
27,0,27,1,13,5,8,16
34,0,34,0,6,6,16,6
14,0,14,0,26,11,16,0
20,0,20,0,20,7,3,2
17,0,17,1,23,2,6,2
36,0,36,0,4,16,16,19
12,0,12,0,28,8,18,11
23,0,23,1,17,5,1,13
4,0,4,0,36,14,16,4
34,0,34,0,6,14,9,17
15,0,15,1,25,3,11,14
13,0,13,1,27,1,1,15
23,0,23,1,17,0,13,9
19,0,19,1,21,15,13,13
33,0,33,1,7,12,13,10
21,0,21,1,19,15,15,7
20,0,20,0,20,12,18,11
4,0,4,0,36,8,16,6
0,0,0,0,40,11,14,19
15,0,15,1,25,14,19,14
39,0,39,1,1,7,13,14
36,0,36,0,4,18,13,14
25,0,25,1,15,17,10,8
25,0,25,1,15,16,15,19
15,0,15,1,25,19,1,4
7,0,7,1,33,7,10,11
0,0,0,0,40,2,8,1
13,0,13,1,27,9,18,5
12,0,12,0,28,14,1,11
7,0,7,1,33,15,12,9
10,0,10,0,30,7,3,18
0,1,1,1,39,5,17,12
24,0,24,0,16,8,17,8
37,1,38,0,2,16,4,8
27,0,27,1,13,1,17,12
17,0,17,1,23,6,9,15
16,0,16,0,24,4,19,5
12,0,12,0,28,16,14,11
5,0,5,1,35,9,0,11
23,0,23,1,17,1,4,0
22,0,22,0,18,5,8,18
0,0,0,0,40,0,4,11
16,0,16,0,24,9,2,4
11,0,11,1,29,19,19,12
6,0,6,0,34,11,17,13
28,0,28,0,12,17,8,18
21,0,21,1,19,14,4,0
25,0,25,1,15,17,3,8
28,0,28,0,12,6,18,3
39,0,39,1,1,19,6,11
32,0,32,0,8,4,0,10
24,0,24,0,16,8,7,9
35,0,35,1,5,13,9,19
19,0,19,1,21,5,12,10
39,0,39,1,1,5,6,8
30,0,30,0,10,2,18,1
26,0,26,0,14,0,12,5
36,0,36,0,4,10,19,17
20,0,20,0,20,19,7,9
28,0,28,0,12,4,13,18
11,0,11,1,29,8,7,10
38,0,38,0,2,18,13,10
24,1,25,1,15,15,14,8
31,0,31,1,9,0,6,11
18,0,18,0,22,10,18,1
34,0,34,0,6,2,17,1
2,0,2,0,38,4,17,9
4,0,4,0,36,4,4,11
20,0,20,0,20,12,14,11
29,0,29,1,11,3,2,8
32,0,32,0,8,5,2,5
17,0,17,1,23,4,19,14
25,0,25,1,15,7,3,12
22,0,22,0,18,13,17,0
38,0,38,0,2,7,8,9
26,0,26,0,14,6,6,14
16,0,16,0,24,10,1,15
38,0,38,0,2,12,13,5
4,0,4,0,36,0,14,18
39,0,39,1,1,17,9,13
6,0,6,0,34,18,16,8
11,0,11,1,29,12,6,12
32,0,32,0,8,11,11,17
29,0,29,1,11,13,5,4
38,0,38,0,2,8,11,3
29,0,29,1,11,7,2,8
25,0,25,1,15,7,9,1
13,0,13,1,27,3,10,16
0,0,0,0,40,16,11,19
4,0,4,0,36,6,8,12
11,0,11,1,29,5,12,19
1,0,1,1,39,19,10,1
20,0,20,0,20,10,5,12
31,0,31,1,9,12,4,8
38,0,38,0,2,4,12,5
19,0,19,1,21,5,18,6
35,0,35,1,5,14,15,10
39,0,39,1,1,9,12,12
34,0,34,0,6,2,18,3
18,0,18,0,22,16,17,12
13,0,13,1,27,8,10,18
39,0,39,1,1,13,2,0
9,0,9,1,31,6,12,17
16,0,16,0,24,11,12,12
2,0,2,0,38,15,5,6
31,0,31,1,9,17,16,14
25,1,26,0,14,4,17,12
3,0,3,1,37,13,6,15
8,0,8,0,32,18,9,1
22,0,22,0,18,12,3,1
21,0,21,1,19,2,3,12
32,0,32,0,8,3,5,6
10,0,10,0,30,4,7,4
36,1,37,1,3,2,5,8
17,0,17,1,23,15,3,14
32,0,32,0,8,19,8,3
9,0,9,1,31,10,12,19
1,0,1,1,39,11,6,8
2,0,2,0,38,15,10,3
14,0,14,0,26,8,5,1
38,0,38,0,2,9,14,17
1,0,1,1,39,11,12,2
14,0,14,0,26,6,19,8
4,0,4,0,36,1,1,13
37,0,37,1,3,11,17,10
27,0,27,1,13,16,6,5
30,0,30,0,10,1,1,2
28,0,28,0,12,4,13,14
26,0,26,0,14,5,3,9
30,0,30,0,10,16,3,0
0,0,0,0,40,10,19,3
34,0,34,0,6,10,4,11
29,0,29,1,11,12,10,3
29,0,29,1,11,5,4,7
15,0,15,1,25,14,2,2
32,0,32,0,8,0,0,15
15,0,15,1,25,2,0,12
1,0,1,1,39,16,9,15
36,0,36,0,4,13,8,1
9,0,9,1,31,3,0,7
4,0,4,0,36,8,6,5
24,0,24,0,16,1,5,12
9,1,10,0,30,13,11,16
34,0,34,0,6,15,19,4
17,0,17,1,23,5,13,15
0,0,0,0,40,7,18,11
38,0,38,0,2,4,3,16
20,0,20,0,20,7,4,1
10,0,10,0,30,5,15,19
27,0,27,1,13,4,6,8
21,0,21,1,19,8,16,5
1,0,1,1,39,17,9,3
30,0,30,0,10,15,4,19
16,0,16,0,24,5,16,17
27,0,27,1,13,18,11,2
35,0,35,1,5,4,16,8
24,0,24,0,16,18,9,14
26,0,26,0,14,6,2,11
10,0,10,0,30,10,13,3
9,0,9,1,31,4,2,7
16,0,16,0,24,15,13,7
34,0,34,0,6,6,8,5
20,1,21,1,19,17,15,19
13,0,13,1,27,1,17,4
31,0,31,1,9,10,8,14
34,0,34,0,6,3,17,18
36,0,36,0,4,17,2,15
11,0,11,1,29,8,2,15
28,0,28,0,12,13,19,3
23,0,23,1,17,17,11,2
17,0,17,1,23,10,9,15
15,0,15,1,25,1,3,14
4,0,4,0,36,4,5,14
10,0,10,0,30,4,13,8
21,0,21,1,19,18,16,10
35,0,35,1,5,18,18,0
34,0,34,0,6,9,8,5
7,1,8,0,32,17,9,10
27,0,27,1,13,4,3,2
3,0,3,1,37,13,1,2
27,0,27,1,13,7,8,0
13,0,13,1,27,4,11,4
17,0,17,1,23,5,2,19
28,0,28,0,12,8,8,13
16,0,16,0,24,6,12,18
32,0,32,0,8,4,16,5
21,0,21,1,19,6,18,11
39,0,39,1,1,2,6,17
25,0,25,1,15,19,7,7
11,0,11,1,29,7,17,13
31,0,31,1,9,2,13,13
16,0,16,0,24,11,5,16
21,0,21,1,19,17,13,19
5,0,5,1,35,7,3,12
4,0,4,0,36,16,8,11
22,0,22,0,18,12,6,17
7,0,7,1,33,14,19,13
39,0,39,1,1,5,0,7
34,0,34,0,6,0,17,12
28,0,28,0,12,6,5,10
29,0,29,1,11,18,0,4
23,0,23,1,17,15,13,10
2,0,2,0,38,15,13,12
15,0,15,1,25,17,2,18
19,0,19,1,21,7,0,11
36,0,36,0,4,6,2,3
8,0,8,0,32,18,8,19
19,0,19,1,21,11,2,11
13,0,13,1,27,5,14,5
5,0,5,1,35,5,1,15
4,1,5,1,35,17,15,7
14,0,14,0,26,1,17,7
3,0,3,1,37,1,14,16
2,0,2,0,38,14,18,17
14,0,14,0,26,0,18,10
8,0,8,0,32,3,0,7
22,0,22,0,18,19,6,17
0,0,0,0,40,8,15,3
12,0,12,0,28,14,6,14
18,0,18,0,22,9,14,11
38,0,38,0,2,1,15,17
25,0,25,1,15,3,19,8
35,0,35,1,5,15,6,16
13,0,13,1,27,1,6,0
17,0,17,1,23,11,0,15
16,0,16,0,24,6,5,1
35,0,35,1,5,7,5,12
38,0,38,0,2,19,9,3
38,0,38,0,2,12,8,19
30,0,30,0,10,12,17,15
20,0,20,0,20,7,15,2
21,0,21,1,19,7,14,17
39,0,39,1,1,13,0,5
11,0,11,1,29,0,9,10
13,0,13,1,27,4,14,1
35,0,35,1,5,12,4,2
15,0,15,1,25,12,8,4
9,0,9,1,31,1,14,10
22,1,23,1,17,15,15,10
13,0,13,1,27,10,17,17
35,0,35,1,5,4,8,3
36,0,36,0,4,15,7,14
12,0,12,0,28,19,7,0
21,0,21,1,19,8,13,5
39,0,39,1,1,5,8,3
29,0,29,1,11,5,8,2
8,0,8,0,32,11,3,11
23,1,24,0,16,0,9,18
24,0,24,0,16,9,4,13
26,0,26,0,14,0,10,17
1,0,1,1,39,0,17,11
11,0,11,1,29,8,15,1
34,0,34,0,6,14,9,6
9,0,9,1,31,17,19,16
11,0,11,1,29,1,19,0
12,0,12,0,28,4,8,1
7,0,7,1,33,8,15,16
6,0,6,0,34,11,6,1
13,0,13,1,27,19,17,19
34,0,34,0,6,13,7,15
0,0,0,0,40,10,5,13
11,0,11,1,29,1,2,10
2,0,2,0,38,1,16,1
22,1,23,1,17,3,5,8
10,0,10,0,30,13,16,16
31,0,31,1,9,6,1,18
23,0,23,1,17,4,10,8
31,0,31,1,9,13,8,16
25,0,25,1,15,16,8,15
17,0,17,1,23,8,3,1
34,0,34,0,6,17,1,12
19,0,19,1,21,14,6,12
37,0,37,1,3,14,9,10
39,0,39,1,1,17,15,15
23,0,23,1,17,3,9,17
26,0,26,0,14,15,4,11
10,0,10,0,30,19,5,6
32,0,32,0,8,19,12,19
26,0,26,0,14,11,8,19
36,0,36,0,4,15,18,13
10,0,10,0,30,17,8,12
31,0,31,1,9,17,11,2
18,0,18,0,22,17,1,8
7,0,7,1,33,16,3,3
6,0,6,0,34,7,17,10
22,0,22,0,18,14,6,16
12,0,12,0,28,8,8,4
4,1,5,1,35,16,11,19
17,0,17,1,23,16,1,2
26,0,26,0,14,18,10,1
12,0,12,0,28,11,6,19
38,0,38,0,2,9,2,2
31,1,32,0,8,3,8,14
20,0,20,0,20,12,8,15
37,0,37,1,3,11,3,6
17,0,17,1,23,10,10,1
5,0,5,1,35,13,14,6
1,0,1,1,39,17,5,1
37,0,37,1,3,2,19,13
38,0,38,0,2,8,12,17
29,0,29,1,11,14,15,19
4,0,4,0,36,16,1,16
11,0,11,1,29,15,15,15
1,0,1,1,39,15,6,17
2,0,2,0,38,17,14,15
9,0,9,1,31,19,16,13
22,0,22,0,18,12,5,19
2,0,2,0,38,4,5,6
39,0,39,1,1,11,1,8
18,0,18,0,22,14,12,18
10,0,10,0,30,2,15,6
20,0,20,0,20,15,8,5
31,0,31,1,9,10,3,3
12,0,12,0,28,18,6,5
1,0,1,1,39,4,8,11
2,0,2,0,38,18,18,17
34,0,34,0,6,8,2,2
4,0,4,0,36,11,6,13
25,0,25,1,15,13,12,15
15,0,15,1,25,11,4,17
31,0,31,1,9,18,17,15
2,0,2,0,38,3,18,3
35,0,35,1,5,14,7,9
27,0,27,1,13,19,14,19
17,0,17,1,23,4,15,18
8,0,8,0,32,5,13,12
39,0,39,1,1,9,3,19
12,0,12,0,28,14,0,13
19,0,19,1,21,19,6,1
15,0,15,1,25,15,2,18
9,0,9,1,31,15,5,3
16,0,16,0,24,8,12,7
6,0,6,0,34,12,11,4
0,0,0,0,40,4,4,14
11,0,11,1,29,9,0,0
4,0,4,0,36,3,4,12
16,0,16,0,24,0,9,17
34,0,34,0,6,17,15,15
6,0,6,0,34,16,7,6
0,0,0,0,40,10,5,17
4,0,4,0,36,0,11,7
20,0,20,0,20,1,1,13
10,1,11,1,29,2,4,10
19,0,19,1,21,14,0,1
1,0,1,1,39,4,10,0
13,0,13,1,27,5,8,3
16,0,16,0,24,17,11,18
17,0,17,1,23,17,12,19
22,0,22,0,18,15,7,8
31,0,31,1,9,6,17,19
18,0,18,0,22,11,18,0
33,0,33,1,7,4,2,19
21,0,21,1,19,17,18,4
10,0,10,0,30,1,3,0
9,1,24,0,30,14,4,15
12,0,12,0,28,10,10,7
23,0,23,1,17,15,0,5
9,0,9,1,31,9,7,15
36,0,36,0,4,3,3,6
19,0,19,1,21,15,9,15
34,0,34,0,6,12,16,3
27,0,27,1,13,9,18,1
13,0,13,1,27,7,4,6
9,0,9,1,31,6,10,12
29,0,29,1,11,9,9,4
13,0,13,0,27,5,8,2
9,0,9,1,31,5,12,14
37,0,37,1,3,5,19,9
19,0,19,1,21,0,8,8
1,0,1,1,39,18,1,4
19,0,19,1,21,4,18,0
18,0,18,1,22,3,18,1
34,0,34,0,6,3,6,13
28,0,28,0,12,19,10,1
7,0,7,1,33,9,17,4
6,0,6,0,34,6,10,18
24,0,24,0,16,8,9,6
1,0,1,1,39,1,18,14
12,0,12,0,28,6,16,6
5,0,5,1,35,4,10,18
0,0,0,0,40,16,3,16
36,0,36,0,4,1,8,9
3,0,3,1,37,8,13,13
0,0,0,0,40,15,5,8
37,0,37,1,3,16,10,18
7,0,7,1,33,10,13,7
32,1,33,1,7,4,1,16
1,0,1,1,39,6,11,12
6,0,6,0,34,4,14,12
4,0,4,0,36,13,4,7
28,0,28,0,12,5,10,16
24,0,24,0,16,12,14,14
19,0,19,1,21,13,0,16
9,0,9,1,31,18,12,16
3,0,3,1,37,7,5,3
22,0,22,0,18,19,7,17
9,0,9,1,31,8,12,16
23,0,23,1,17,13,0,4
27,1,28,0,12,13,0,19
33,0,33,1,7,16,8,10
19,0,19,1,21,9,18,6
0,0,0,0,40,15,0,4
11,0,11,1,29,7,15,7
34,0,34,0,6,9,1,0
21,0,21,1,19,9,9,13
24,1,25,1,15,14,8,14
18,0,18,0,22,12,9,13
6,0,6,0,34,1,1,10
35,0,35,1,5,16,15,7
30,0,30,0,10,15,5,14
39,0,39,1,1,2,15,17
34,0,34,0,6,19,13,1
11,0,11,1,29,13,11,7
10,0,10,0,30,1,6,19
9,0,9,1,31,9,13,17
36,0,36,0,4,16,19,19
22,0,22,0,18,5,18,3
18,0,18,0,22,18,18,9
38,0,38,0,2,8,4,2
24,0,24,0,16,4,11,17
36,0,36,0,4,7,7,10
39,1,40,0,0,10,19,4
3,0,3,1,37,13,19,1
14,0,14,0,26,18,17,14
29,0,29,1,11,3,3,16
32,0,32,0,8,19,6,17
5,0,5,1,35,10,14,19
12,0,12,0,28,2,14,16
21,0,21,1,19,18,7,15
31,0,31,1,9,6,2,16
4,0,4,0,36,12,2,19
24,0,24,0,16,13,13,9
11,0,11,1,29,0,9,15
8,0,8,0,32,4,9,16
20,0,20,0,20,13,16,2
16,0,16,0,24,6,0,13
25,0,25,1,15,0,15,6
12,0,12,0,28,0,5,2
32,0,32,0,8,16,18,3
3,0,3,1,37,3,19,2
34,0,34,0,6,2,10,17
1,0,1,1,39,11,6,15
29,0,29,1,11,2,4,2
13,0,13,1,27,13,3,12
15,0,15,1,25,10,19,13
0,0,0,0,40,12,3,10
28,0,28,0,12,9,8,12
6,0,6,0,34,15,9,18
26,0,26,0,14,12,13,10
29,0,29,1,11,8,16,13
33,0,33,1,7,0,11,11
28,1,29,1,11,5,15,7
12,0,12,0,28,2,11,17
29,0,29,1,11,0,8,8
33,0,33,1,7,5,3,15
12,0,12,0,28,4,4,12
4,0,4,0,36,1,8,13
35,0,35,1,5,6,0,15
5,0,5,1,35,10,6,14
23,0,23,1,17,3,9,11
9,0,9,1,31,5,9,12
5,0,5,1,35,0,16,10
31,0,31,1,9,1,19,6
5,0,5,1,35,3,14,14
26,0,26,0,14,9,1,17
27,0,27,1,13,13,8,14
2,0,2,0,38,15,14,15
6,0,6,0,34,12,11,16
31,0,31,1,9,12,9,7
20,0,20,0,20,18,8,1
4,0,4,0,36,5,8,6
39,0,39,1,1,15,11,15
10,0,10,0,30,18,3,16
0,1,1,1,39,11,10,10
36,0,36,0,4,16,4,15
0,0,0,0,40,2,13,1
22,0,22,0,18,17,17,12
39,0,39,1,1,11,10,13
23,0,23,1,17,4,7,10
23,0,23,1,17,1,18,14
15,0,15,1,25,14,13,9
5,0,5,1,35,8,8,10
22,0,22,0,18,6,0,12
35,0,35,1,5,7,0,15
3,0,3,1,37,19,4,4
35,0,35,1,5,8,4,6
16,0,16,0,24,1,14,8
21,0,21,1,19,5,10,4
6,0,6,0,34,2,19,6
24,0,24,0,16,13,10,7
7,0,7,1,33,16,18,6
10,0,10,0,30,16,11,8
28,0,28,0,12,12,7,10
2,0,32,0,38,15,14,13
17,0,17,1,23,8,8,6
23,0,23,1,17,12,5,16
5,0,5,1,35,2,9,9
11,0,11,1,29,10,13,14
13,0,13,1,27,11,7,2
26,0,26,0,14,0,14,3
39,0,39,1,1,10,19,9
33,0,33,1,7,14,8,7
7,1,8,0,32,7,5,9
0,0,0,0,40,10,8,3
2,0,2,0,38,5,16,9
23,0,23,1,17,5,3,13
6,0,6,0,34,2,19,14
9,0,9,1,31,6,8,4
33,0,38,1,7,16,16,6
34,0,34,0,6,18,15,10
33,0,33,1,7,12,15,10
10,0,10,0,30,12,18,15
24,0,24,0,16,12,3,7
24,0,24,0,16,9,11,13
7,0,7,1,33,8,1,17
22,0,22,0,18,12,5,5
21,0,21,1,19,15,0,16
15,0,15,1,25,8,13,6
30,0,30,0,10,11,12,6
27,0,27,1,13,9,14,13
21,0,21,1,19,5,3,12
29,0,29,1,11,5,6,10
30,0,30,0,10,1,13,4
22,0,22,0,18,8,16,1
10,0,10,0,30,14,17,18
30,0,30,0,10,13,1,17
28,0,28,0,12,19,8,17
39,0,39,1,1,0,0,10
5,0,5,1,35,15,16,17
16,0,16,0,24,15,2,9
36,0,36,0,4,8,16,1
20,0,20,0,20,5,3,3
37,0,37,1,3,7,0,5
0,0,0,0,40,13,17,7
1,0,1,1,39,17,8,18
31,0,31,1,9,12,8,6
14,0,14,0,26,10,12,12
20,0,20,0,20,13,5,5
17,0,17,1,23,1,13,12
16,0,16,0,24,12,8,11
37,0,37,1,3,0,5,3
3,0,3,1,37,19,7,9
30,0,30,0,10,17,0,2
35,0,35,1,5,10,6,17
26,0,26,0,14,7,11,14
15,1,16,0,24,14,2,18
6,0,6,0,34,12,2,17
27,0,27,1,13,14,13,4
18,0,18,0,22,10,8,14
5,0,5,1,35,4,2,2
14,0,14,0,26,1,14,19
38,0,38,0,2,5,15,15
10,0,10,0,30,10,0,13
7,0,7,1,33,8,4,19
27,0,27,1,13,10,7,16
7,0,7,1,33,5,14,17
36,0,36,0,4,18,1,2
34,0,34,0,6,7,16,0
39,0,39,1,1,16,6,19
36,0,36,0,4,7,2,5
9,0,9,1,31,8,17,8
8,0,8,0,32,12,1,0
13,1,14,0,26,5,2,12
18,0,18,0,22,4,18,16
35,0,35,1,5,7,10,16
29,0,29,1,11,16,9,11
25,0,25,1,15,2,13,13
35,0,35,1,5,8,12,10
25,0,25,1,15,13,12,8
15,1,16,0,24,14,0,11
16,0,16,0,24,8,11,18
20,0,20,0,20,1,5,5
3,0,3,1,37,0,16,9
29,0,29,1,11,9,10,12
26,0,26,0,14,16,2,11
29,0,29,1,11,0,17,0
21,0,21,1,19,17,5,5
31,0,31,1,9,13,5,12
37,0,37,1,3,0,18,13
22,0,22,0,18,6,15,14
17,0,17,1,23,4,17,19
4,0,4,0,36,18,13,13
31,0,31,1,9,11,18,11
36,0,36,0,4,6,2,6
27,0,27,1,13,5,11,7
34,0,34,0,6,11,5,16
34,0,34,0,6,0,7,9
31,0,31,1,9,5,4,14
20,0,20,0,20,3,4,2
3,0,3,1,37,12,8,2
0,0,0,0,40,13,18,4
8,0,8,0,32,9,12,3
17,0,17,1,23,2,6,12
29,0,29,1,11,7,8,12
18,0,18,0,22,16,10,11
0,0,0,0,40,4,4,5
8,0,8,0,32,3,10,11
39,0,39,1,1,2,13,2
39,0,39,1,1,16,4,9
